Index	text	level
383	Helaas komt het in de praktijk regelmatig voor dat (ex)werknemers (vlak voorafgaand) aan het einde van het dienstverband, belangrijke data van hun werkgever wissen of deze laten lekken. Wat te doen als dit binnen uw eigen organisatie gebeurt? Aansprakelijkheid werknemer Indien blijkt dat uw werknemer de betreffende data opzettelijk heeft vernietigd of heeft laten lekken, dan is de werknemer in beginsel aansprakelijk voor de door de organisatie geleden schade. De vraag is echter of de betreffende werknemer voldoende vermogen heeft, zodat de schade daadwerkelijk op hem kan worden verhaald. Ook geldt in veel gevallen dat het kwaad al is geschied, omdat het incident imagoschade tot gevolg heeft. Uiteindelijk is niet alles écht financieel te compenseren. Datalek Verder is het van belang om na te gaan of sprake is van een datalek. Het is mogelijk dat de betreffende werknemer de data heeft gedeeld met derden. In dat geval is de kans groot dat u het datalek moet melden bij de Autoriteit Persoonsgegevens. U kunt dit juridisch laten toetsen. Het is raadzaam om een eventuele melding zorgvuldig te doen, omdat dit onderdeel is van de totale verslaglegging die relevant is voor een eventueel aansprakelijkheidsvraagstuk.	B2
384	"Eencellige organismen hebben hun celmembraan als afscheiding met de omgeving waarin ze leven. Water, zuurstof, koolstofdioxide en voedingsstoffen worden via hun celmembraan uitgewisseld met de omgeving. Bij meercellige organismen komen de cellen verder van de omgeving (bijvoorbeeld de buitenlucht) af te liggen. Een ademhalings- en transportstelsel zorgt ervoor dat de gaswisseling toch efficiënt gebeurt. Membraantransport Gassen en water kunnen dankzij diffusie van een plaats met een hoge concentratie naar een plaats met een lage concentratie getransporteerd worden. De hoeveelheid stof die per tijdseenheid diffundeert is afhankelijk van een aantal factoren: - het concentratieverschil - het oppervlak - de afgelegde weg - de diffusieconstante Diffusie van water uit oplossingen via een membraan dat wel voor water maar niet voor de opgeloste stof doorlaatbaar is (semi-permeabel membraan) noem je osmose. Veel vaste stoffen worden dankzij actief transport cellen in en uit getransporteerd. Actief transport (Kennisbank ""Actief en passief transport"") kost energie en kan ook tegen een concentratieverval in gebeuren. Glucose uit je bloed kan zich ophopen in cellen van je lichaam."	C1
385	Er is geen meer bij Camp Green Lake. Ooit was hier een heel groot meer, het grootste van Texas. Dat was meer dan honderd jaar geleden. Nu is het alleen nog maar een droge, vlakke woestenij. Vroeger bestond er ook een stadje dat Green Lake heette. Het stadje is verschrompeld en opgedroogd, samen met het meer en de mensen die er woonden. In de zomer schommelt de temperatuur overdag rond de 33 graden in de schaduw – als je tenminste schaduw kunt vinden. Er is niet veel schaduw te bekennen in een groot opgedroogd meer. De enige bomen die er staan, zijn twee oude eiken aan de oostkant van het ‘meer’. Tussen die twee bomen is een hangmat opgehangen, en daarachter staat een houten hut. Het is verboden voor de kampbewoners om in de hangmat te liggen. Die is van de directeur. De directeur heeft de schaduw in eigendom. Op het meer zoeken ratelslangen en schorpioenen beschutting onder stenen en in de gaten die door de kampbewoners zijn gegraven.	B1
386	De landelijke criteria voor maatschappelijk verantwoord inkopen (MVI) zijn weer geactualiseerd en beschikbaar. Inkopende overheidsorganisaties kunnen op www.mvicriteria.nl actuele MVI-criteria voor veel verschillende productgroepen zoeken en selecteren. De Rijksoverheid stelt deze criteria beschikbaar om inkopen met impact te ondersteunen. Inkoopcriteria voor sociale, innovatieve en duurzame inkoop Het Rijk stelt al jaren inkoopcriteria beschikbaar voor het realiseren van sociale, innovatieve en duurzame inkoop. Dit sluit aan bij het kabinetsbeleid om de inkoopkracht van overheden te benutten voor de duurzame transitie van Nederland. Het Rijk stelt daarvoor criteria beschikbaar via de MVI-criteriatool. Deze tool ondersteunt het inkopen met impact, helpt om ambities concreet te maken en draagt bij aan een uniforme uitvraag richting de markt. De tool biedt MVI-criteria op 3 ambitieniveaus, zodat inkopers en opdrachtgevers zo goed mogelijk en zo duurzaam mogelijk kunnen inkopen, passend bij hun eigen ambities. Hiermee wordt het makkelijker om ambities te vertalen naar concrete inkoopcriteria. Voor een goede toepassing kunnen inkopende organisaties criteria selecteren die passen bij de ambitie van de organisatie, die proportioneel zijn voor de opdracht en die worden toegespitst op de eigen situatie. Het is dus niet de bedoeling om ongezien te knippen en te plakken.	B2+
387	Een gloeilamp wordt behoorlijk heet. Soms zelfs zo heet dat het glas kan knappen. Dan moet de kapotte gloeilamp verwijderd worden. Mensen kunnen geneigd zijn om (tegen de scherven) een handschoen aan te doen of met een tang of steeksleutel aan de slag te gaan. Maar dat klopt niet. De juiste manier om dit te doen, wordt hier beschreven. Benodigdheden - aardappel - mesje Werkwijze - Snij de aardappel doormidden. - Steek het scherpe uiteinde van de gloeilamp in de aardappel. - Zorg ervoor dat de aardappel stevig aan de scherpe uiteinden hangt. - Draai de aardappel (met gloeilamp eraan) rond tot de lamp los is. Veiligheid - Zet de stroom uit voor je begint. - Als de lamp eruit is, haal hem dan niet meer uit de aardappel.	B2
388	Het eBike-systeem kan alleen geactiveerd worden, wanneer aan de volgende voorwaarden is voldaan: – Een voldoende geladen accu is geplaatst (zie gebruiksaanwijzing van de accu). – De boordcomputer is juist in de houder geplaatst (zie „Boordcomputer plaatsen en verwijderen (zie afbeelding A)“, Pagina Nederlands – 1). – De snelheidssensor is correct aangesloten (zie gebruiksaanwijzing van de aandrijfeenheid) eBike-systeem in-/uitschakelen Voor het inschakelen van het eBike-systeem heeft u de volgende mogelijkheden: – Is de boordcomputer bij het plaatsen in de houder al ingeschakeld, dan wordt het eBike-systeem automatisch ingeschakeld. – Druk bij geplaatste boordcomputer en geplaatste eBikeaccu één keer kort op de aan/uit-toets (5) van de boordcomputer. – Druk bij geplaatste boordcomputer op de aan/uit-toets van de eBike-accu (er zijn van de fietsfabrikant afhankelijke oplossingen mogelijk waarbij de aan/uit-toets van de accu niet toegankelijk is; zie gebruiksaanwijzing van de accu). De aandrijving wordt geactiveerd, zodra u op de pedalen trapt (behalve in de functie duwhulp of op ondersteuningsniveau OFF). Het motorvermogen richt zich naar het ingestelde ondersteuningsniveau op de boordcomputer. Zodra u in de normale modus stopt met op de pedalen te trappen of zodra u een snelheid van 25/45 km	B2
389	“Wijze lessen. Twaalf bouwstenen voor effectieve didactiek” van Tim Surma cs is een groot succes. De relatie met leertechnologie kan deze bouwstenen echter verder versterken. In een aantal blogposts beschrijf ik daarom hoe je leertechnologie kunt gebruiken in het kader van deze bouwstenen. Vandaag bouwsteen 6: gebruik leertechnologie om te achterhalen of de hele klas het begrepen heeft. De bouwsteen heet oorspronkelijk: gebruik manieren om te achterhalen of de hele klas het begrepen heeft. De auteurs vatten deze bouwsteen als volgt samen: Als je wilt dat je leerlingen leren, is het van groot belang dat leerlingen betrokken blijven. Leerlingen haken soms af omdat de leerstof bijvoorbeeld te moeilijk is of zij de aangereikte oefeningen te moeilijk of te gemakkelijk vinden. Om dit te voorkomen is het nodig om met grote regelmaat na te gaan of je leerlingen hebben begrepen en onthouden wat je beoogt met je uitleg, opdracht en begeleiding. Dit kan door goede vragen te stellen, opdrachten met voldoende moeilijkheid aan te bieden en activiteiten in te zetten om informatie te verzamelen van de hele klas. Tim Surma cs stellen dat weten of álle leerlingen nog goed weten en begrijpen wat je met je onderwijs beoogt, van groot belang is is voor ‘langetermijnleren’. Hiervoor is het onder meer van belang dat je formatief toetsen inzet om te checken of lerenden de stof hebben begrepen.	B1+
390	Gebruik voorbeelden (Wijze Lessen) “Wijze lessen. Twaalf bouwstenen voor effectieve didactiek” van Tim Surma cs is een groot succes. De relatie met leertechnologie kan deze bouwstenen echter verder versterken. In een aantal blogposts beschrijf ik daarom hoe je leertechnologie kunt gebruiken in het kader van deze bouwstenen. Vandaag bouwsteen 3: gebruik voorbeelden. De auteurs schrijven hierover: Op het moment dat leerlingen hun eerste stappen zetten in het verwerven van nieuwe kennis of vaardigheden, is het effectief om te werken met voorbeelden. Zo’n voorbeeld kan een uitgeschreven uitwerking van een oefening zijn, de leraar die de nieuwe vaardigheid demonstreert, of concrete voorbeelden bij een abstract begrip. Belangrijk daarbij is om de genomen stappen te verklaren, samen met de achterliggende principes. Stimuleer leerlingen ook om voorbeelden zelf te proberen verklaren en te vergelijken. Deze bouwsteen kun je als volgt met behulp van leertechnologie faciliteren: Lerenden ontwikkelen een concept-uitwerking, bijvoorbeeld van een analyse van een bepaald vraagstuk. Ze leveren deze uitwerking in via een digitale leeromgeving en krijgen vervolgens automatisch een uitgewerkt voorbeeld te zien. Ik heb bij een cursus over onderwijsinnovatie deelnemers bijvoorbeeld een podcast laten bestuderen waarin ik een schooldirecteur en een orthopedagoge interview over passend onderwijs. In dit interview ga ik na welke factoren hebben geleid tot een succesvolle invoering van passend onderwijs bij deze school. Deelnemers moeten vervolgens deze succesfactoren samenvatten. Als zij deze samenvatting inleveren, dan ontvangt men mijn analyse.	B2+
391	Een oerbos is een bos waar mensen geen invloed op hadden. Oerbossen zijn dus stukken wildernis. Ze zijn erg zeldzaam in Europa. Er zijn er nog een paar, maar daar gaat het niet zo goed mee. We maken er meubels van, of vegen onze billen ermee af! De taiga is het grootste bos op aarde. Het loopt in één lange strook van Noord-Amerika, via Scandinavië naar Rusland en Mongolië. Het landschap ziet er overal ongeveer hetzelfde uit. Alle planten en dieren hebben zich aangepast aan de kou. Er groeien vooral naaldbomen, zoals dennen, sparren en lariksen. Al staan er in de warmere delen ook loofbomen, zoals berken, eiken en wilgen. Taiga-kap Vooral in Zweden wordt veel taiga gekapt. Er worden wel nieuwe bomen geplant, maar het echte oerbos verdwijnt. Er komen kale vlaktes en plantages voor in de plaats. En bomen, zoals de draaiden. Die houdt andere plantjes tegen, zoals korstmossen. Zo wordt het ecosysteem aangetast. Dat is niet alleen erg voor rendieren die korstmos eten, maar voor de hele wereld! De taiga is onze grootste opslagplaats van CO2. Oeroud wc-papier De Zweedse overheid beschermt maar een klein deel van het woud. Het land verdient enorm veel geld met hout. Veel burgers zijn ook boseigenaar. Zij kunnen doen met hun bos wat ze willen.	B2+
392	Inleiding De ethologie is de natuurwetenschappelijke studie naar dierlijk gedrag (en soms menselijk gedrag, bijvoorbeeld in de sociobiologie). Ethologen kijken alleen naar het zichtbare gedrag. Wat er in een dier (of mens) gebeurt, is een onzichtbare ‘black box’. Door het gedrag te bestuderen probeert een etholoog conclusies trekken over wat zich in het individu afspeelt. Het onderzoek in de ethologie vindt plaats op het niveau van het individu en van de soort (verwantschap en evolutie). Ethologie Elkaar vlooien versterkt de band tussen verschillende individuen. Meestal lijkt gedrag met een bepaald doel te worden uitgevoerd. Verschillende soorten gedrag worden meestal aangeduid met het effect dat ze hebben, bijvoorbeeld voedselzoekgedrag en vechtgedrag. De ethologie is de studie van gedrag. Ethologen doen objectieve waarnemingen en voeren natuurwetenschappelijk onderzoek uit. Studie van dierlijk en menselijk gedrag Het gedrag van mensen en dieren vertoont veel overeenkomsten. Je kunt het vaak met elkaar vergelijken en dezelfde methodes gebruiken om het te bestuderen. Dat gebeurt bijvoorbeeld in de sociobiologie, waarin gedrag wordt bestudeerd in het kader van de evolutie. Net als in de ethologie volgt men daarbij de natuurwetenschappelijke methode.	B2
393	Voor de zoveelste keer dit jaar werd DigiD in augustus jongstleden getroffen door een DDoS-aanval. Eerder is de dienst bijvoorbeeld al samen met de Belastingdienst overbelast geraakt. DigiD is niet de enige partij die te lijden heeft onder grootschalige DDoS-aanvallen. Zo werden in januari meerdere grote banken getroffen. Een probleem dat prioriteit behoort te krijgen, zeker van hosters. Internetcrimineel is fan van DDoS, maar waarom? In principe wordt er bij een DDoS-aanval een eeuwenoude tactiek gehanteerd: de kracht van volume. Dit type aanvallen is overduidelijk een groot probleem; de internetcrimineel zet deze vorm van cybercrime graag in. De reden dat hij fan is van deze manier van aanvallen, is dat het een simpele en goedkope manier van aanvallen is, zonder veel kennis van techniek. Daarnaast gebeurt er niet altijd iets incorrects in termen van netwerkprotocollen en netwerkverkeer. De aanvragen aan de server kunnen volledig valide zijn. Toch kan het organisaties enorm schaden. Wapen je tegen een aanval Nog lang niet alle hostingproviders hebben maatregelen getroffen om deze vorm van internetcriminaliteit tegen te gaan. Het is zaak dat zij zich gaan wapenen. Allereerst is het zaak dat je inzicht hebt in wat er op jouw netwerk gebeurt. Als er sprake is van een aanval, dienen organisaties helder te hebben om wat voor een aanval het precies gaat.	B2
394	“Wijze lessen. Twaalf bouwstenen voor effectieve didactiek” van Tim Surma cs is een groot succes. De relatie met leertechnologie kan deze bouwstenen echter verder versterken. In een aantal blogposts beschrijf ik daarom hoe je leertechnologie kunt gebruiken in het kader van deze bouwstenen. Vandaag bouwsteen 2: geef duidelijke, gestructureerde en uitdagende instructie. De auteurs schrijven hierover: Besteed voldoende tijd aan duidelijke, gestructureerde en uitdagende instructie. Als leerlingen niet begrijpen wat er geleerd moet worden, wordt leren lastig. Afgebakende lesfasen en doelen brengen structuur. Uitdagende doelen en een snel lestempo in een warm leerklimaat motiveren je leerlingen. Deze bouwsteen kun je op verschillende manier met behulp van leertechnologie faciliteren: Digitale leeromgevingen zijn meestal bij uitstek geschikt om je onderwijs zeer gestructureerd aan te bieden. Bijvoorbeeld via thema’s met leeractiviteiten. In 2012 heeft Gerard van den Boom van de Open Universiteit (inmiddels met pensioen) ‘Ontwerpen met modellen’ geschreven: Ontwerpen_met_modellen_IpO (pdf). Daarin beschrijft Gerard onder meer een aantal varianten van een ‘elektronisch werkboek’ + bronnenmodel (zoals de studietaakvariant of de studieadviesvariant), en een aantal andere specifieke didactische aanpakken (zoals het 4C/ID-model of het VGO-Model, vraaggestuurde geleide ontdekking). Deze modellen sturen het leerproces in belangrijke mate.	B2
