index	original
2265	De koper kocht eerder al de duif Armando .
2266	Die kwam ook uit ons land.
2267	De man uit China betaalde er toen 1,2 miljoen euro voor.
2268	De man wil nu kleine duiven van New Kim en Armando.
2269	Het is steun voor de strijd tegen verkrachting als wapen.
2270	Ze woont en werkt nu in Duitsland.
2271	Deze dag wordt jaarlijks gevierd in 88 landen wereldwijd.
2272	Op deze dag worden alle leerkrachten bedankt voor hun werk.
2273	Ook sommige ouders geven leraars een cadeautje.
2274	Sulawesi is een eiland in Indonesië.
2275	Daar was een zware aardbeving.
2276	Daarna volgde een grote vloedgolf.
2277	De lokale media spreken van meer dan 1.200 doden.
2278	Er zijn ook 500 gewonden en 90 vermisten.
2279	De ramp zorgt voor een crisis.
2280	Mensen hebben weinig eten.
2281	Velen plunderen de winkels in de stad Palu.
2282	Door de ramp mag dat nu van de overheid.
2283	Na een dag mocht ze weer naar huis.
2284	Sinds kort heeft Paola vaker problemen met haar gezondheid.
2285	Ze is 81 jaar oud.
2286	Dat moet pesten voorkomen.
2287	Jongeren pesten met berichten of foto’s.
2288	Of ze sluiten andere jongeren uit.
2289	Komt er een verbod op smartphones?
2290	Dat is geen goed idee.
2291	Er moeten wel goede afspraken komen.
2292	ABBA is een Zweedse popgroep.
2293	Die film speelt zich af in Griekenland.
2294	Dat mag niet meer van de overheid.
2295	Neem je toch een steen mee?
2296	Dan riskeer je een boete van 1.000 euro.
2297	Dierenbeschermers maken zich klaar om de dolfijn te helpen.
2298	Hopelijk zwemt hij snel weer terug naar zee.
2299	De dieren leven veel noordelijker, meestal bij Canada, Rusland en Groenland.
2300	Van Wilder, ook een Belg, eindigde 7e.
2301	Immense vreugde bij Evenepoel en zijn familie.
2302	Dat is een groot verschil in het tijdrijden.
2303	Wat een stunt!
2304	De Belgische basketmeisjes spelen hun eerste WK.
2305	Ze wonnen de eerste match tegen Puerto Rico.
2306	Maar ze verloren hun tweede spel tegen Japan.
2307	Daardoor moeten de basketmeisjes winnen tegen Spanje, met 8 punten verschil.
2308	Spanje is Europees kampioen.
2309	Met het kleinste puntenverschil wonnen de Belgen.
2310	Hierdoor zijn ze direct door naar de kwartfinale.
2311	Heb jij ook rosse centjes?
2312	Misschien in je spaarpot of ergens onder je bed?
2313	In de winkel is er vaak een tekort aan.
2314	In de toekomst zullen de prijzen wel eens worden afgerond.
2315	Misschien dan best toch die munten van 1 en 2 eurocent uitgeven.
2316	De Belgian Cats plaatsten zich voor het Europees Kampioenschap (EK) basketbal voor vrouwen.
2317	België won van Portugal en van Oekraïne.
2318	Na verlies van Portugal tegen Finland waren de Cats zeker van het EK 2021.
2319	Dat tornooi heeft in juni plaats in Spanje en Frankrijk.
2320	Een maand later nemen de Cats ook deel aan de Olympische Spelen in Tokio.
2321	Die zijn met een jaar uitgesteld door corona.
2322	Gevaarlijke stormen zorgen voor problemen in het buitenland.
2323	Door omgewaaide bomen konden veel mensen niet meer de weg op.
2324	Florence is gelukkig in kracht afgenomen.
2325	Ook op de Filipijnen was het noodweer.
2326	Die is naar Hongkong gewaaid.
2327	Naar buiten gaan is daar nu heel gevaarlijk.
2328	Ryanair is een bekend bedrijf met vliegtuigen.
2329	Het verkoopt goedkope vluchten.
2330	Veel mensen vinden dat leuk.
2331	Werknemers van Ryanair zijn minder blij.
2332	Het bedrijf behandelt hen slecht.
2333	Daar hebben ze nu genoeg van.
2334	De werknemers eisen meer loon en rechten.
2335	Het bedrijf weigert dat.
2336	Daarom komt er een grote staking bij Ryanair.
2337	Er is een schandaal rond kunstenaar Jan Fabre.
2338	Mensen die voor hem werkten, zeggen dat zij dat ze het slachtoffer werden van zijn gedrag.
2339	Het gerecht onderzoekt de zaak.
2340	Jan Fabre is een bekende kunstenaar.
2341	Koningin Paola is fan van zijn werken.
2342	Hij maakt ook voorstellingen met veel dans.
2343	Misbruikte hij de dansers?
2344	Dat staat in een brief.
2345	Dit is alweer een zaak rond ‘Me Too’.Dat gaat over ongepast gedrag.
2346	Vanaf 2019 mogen niet meer dan 214 klimmers per dag vertrekken vanuit Saint-Gervais-les-Bains in Frankrijk.
2347	Het is de hoogste berg van de Alpen.
2348	Maken dan alleen rijke klimmers een kans?
2349	De Rode Duivels blijven winnen.
2350	Dat was een voorbereiding op de UEFA Nations League.
2351	De doelpunten waren van Hazard en twee keer Lukaku.
2352	Onder de buis hangt een soort net dat het plastic meeneemt.
2353	Er moeten er 60 komen.
2354	Daarop staat de naam van een Jood.
2355	Die stierf in de nazi-kampen van Wereldoorlog 2.
2356	Elke steen herdenkt zo een persoon.
2357	Nu liggen ze ook in Antwerpen.
2358	Ze vonden het geen vorm van respect.
2359	De Joden laten de stenen nu wel toe.
2360	Die gaat over een ploeg van voetbal.
2361	De ploeg maakt grappige dingen mee.
2362	Het is hun vierde film.
2363	In de film gaan ze onder meer naar Aalst.
2364	Daar vieren ze carnaval.
2365	Je kan de film zien aan het einde van het jaar 2019.
2366	Stiekem trouwen, het is blijkbaar populair!
2367	Leen Dendievel is in het geheim getrouwd.
2368	De Morandi-brug is een deel van de snelweg over de stad Genua in het Italië.
2369	Op 14 augustus stortte plots 200 meter van de brug in.
2370	Auto’s en vrachtwagens stortten 45 meter naar beneden.
2371	Het beton en staal van de brug en de auto’s raakten niemand op de grond.
2372	Duizenden inwoners in de buurt moesten uit hun huizen.
2373	Het gevaar is te groot.
2374	De rest van de brug kan nog verder instorten.
2375	Het gerecht zoekt nu naar de schuldige.
2376	De eigenaar van de brug is een bedrijf.
2377	Onderhield dat bedrijf de brug niet genoeg?
2378	De overheid moest dan weer controleren of de brug veilig was.
2379	Is die schuldig?
2380	Wie ging in de fout?
2381	VIER startte met de opnames van ‘De Verhulstjes’.
2382	Die nieuwe reeks volgt het leven van het gezin van Gert Verhulst.
2383	Hij is de baas van Studio 100.
2384	In de lente maakte zoon Viktor al filmpjes over het gezin.
2385	Die waren een hit op de website van VIER en op YouTube.
2386	Nu volgt een reeks op tv.
2387	Daarin leer je naast Gert ook zijn vrouw Ellen kennen.
2388	En ook opa Jos en de honden Marcel en Leo.
2389	In Frankrijk spreken ze van de Tour de France.
2390	De Tour eindigt telkens in Parijs.
2391	De bolletjestrui is voor Julian Alaphilippe.
2392	Kapitein Eden Hazard scoorde 10 minuten voor het einde.
2393	Hij zette de 2 – 0 op het scorebord.
2394	Thibault Courtois is verkozen tot beste doelman van het WK 2018.
2395	De eerste plaats ging naar Luka Modric, een speler van Kroatië.
2396	Hij volgt Manuel Neuer op die in 2014 de prijs kreeg.
2397	Hij is de doelman van Duitsland.
2398	Maar in veel Vlaamse gemeenten is er ‘code geel’ van het droogte-alarm.
2399	Zeker nu het zo warm is.
2400	Ze willen bijvoorbeeld een zwembad vullen.
2401	Daarom moeten mensen nu minder water gebruiken.
2402	Kunstenaar Christo pakt graag in.
2403	Dat doet hij met bekende gebouwen.
2404	Nu maakte hij een ander werk.
2405	Dat drijft in een vijver in Londen.
2406	Hij gebruikte hiervoor duizenden vaten.
2407	Zo lijkt het op een oud monument.
2408	Dat stond vroeger bij een graf in Egypte.
2409	Christo wil dit ook doen in de woestijn.
2410	Dan wordt het werk nog groter.
2411	In de zoo van Planckendael ontsnapte een leeuwin.
2412	Want iemand van de zoo maakte een fout.
2413	Die schuilden in een trein.
2414	Maar de leeuwin verdoven lukte niet.
2415	De politie schoot het dier daarom dood.
2416	Hoe kon dit gebeuren?
2417	Ben Weyts wil een onderzoek.
2418	Hij is de minister die dieren beschermt.
2419	Geef dan een kat of hond uit een asiel een nieuwe thuis.
2420	De Rode Duivels startten het Wereldkampioenschap (WK) voetbal in Rusland goed.
2421	De wedstrijd zelf toonde wel enkele problemen.
2422	Ze waren weinig gevaarlijk.
2423	Lukaku scoorde nog 2 keer.
2424	België-Panama: 3-0.
2425	De Rode Duivels zijn klaar voor het Wereldkampioenschap (WK) voetbal.
2426	De doelpunten van de Duivels waren van Mertens en Lukaku.
2427	De Amerikaanse president Trump en de leider van Noord-Korea Kim hadden een gesprek met elkaar.
2428	De vrede in Azië lijkt weer meer kansen te krijgen.
2429	Veel heeft te maken met de kernwapens van Noord-Korea.
2430	Dat is de woning en het kantoor van Trump.
2431	Goed nieuws voor de fans van Stromae.
2432	De muzikant werkt aan nieuwe muziek.
2433	Een datum is er nog niet.
2434	Geduld zal dus nodig zijn.
2435	De laatste plaat van Stromae is al van 2013.
2436	Dat was ‘Racine carrée’.
2437	Die maakte Stromae bekend in de hele wereld.
2438	In 2015 stopte hij plots met optreden.
2439	De drukte werd hem te veel.
2440	In de Middellandse Zee ligt een schip te dobberen.
2441	Op het schip zitten 629 vluchtelingen.
2442	Zij zijn op zoek naar een nieuwe plek om te wonen.
2443	Er zijn heel wat kinderen bij.
2444	Tot voor kort kon het schip aanmeren in Italië.
2445	Maar nu wil Italië dat niet meer.
2446	Het werd genoeg vonden ze daar.
2447	Ook in Malta waren de vluchtelingen niet welkom.
2448	Gelukkig heeft nu Spanje gezegd dat ze naar daar mogen komen.
2449	En wat met het volgende schip met vluchtelingen?
2450	Worden die dan ook geweigerd?
2451	Barbie is een zeer ervaren moeder.
2452	Ze koestert haar kleine jongen in de warme stal.
2453	Als het warm weer is, kun je ze ook al buiten zien rondlopen.
2454	Een giraffengeboorte is wonderlijk.
2455	De baby maakt eerst een val van twee meter.
2456	Hij past mooi met zijn kopje onder mama’s buik.
2457	Het kleine girafje meet bijna 2 meter.
2458	Zijn vacht telt veel kleine vlekjes.
2459	Het is een stevig kereltje met sierlijke wimpers.
2460	In Guatemala barstte El Fuego uit.
2461	Dat is een vulkaan niet ver van de hoofdstad.
2462	Er kwam heel veel lava vrij.
2463	Die rolde naar beneden.
2464	De lava stopte voor niets.
2465	Huizen en mensen maakten geen kans.
2466	De redders telden zeker 109 doden.
2467	Bijna 200 mensen blijven vermist.
2468	Mensen zijn nu boos op de overheid.
2469	En dat is een hele klus!
2470	Een sluis wordt open gezet.
2471	Zo staat het water in de Dijle lager.
2472	Dan worden alle grote voorwerpen uit de rivier gehaald.
2473	Als laatste vaart het opruimteam met een kano over de Dijle.
2474	Dat is nodig, want iedere keer opnieuw ligt de rivier vol fietsen.
2475	Er zijn deze keer al wel 100 fietsen uit de Dijle gehaald!
2476	En dat is een probleem.
2477	De uitslag was niet belangrijk.
2478	Er was ook goed nieuws voor Plopsaland De Panne.
2479	Dat is het beste familiepark van het land.
2480	Dat weten we op 4 juni.
2481	Radja Nainggolan is er zeker niet bij.
2482	Dat is groot nieuws in de wereld van voetbal.
2483	Kenners van voetbal zien het anders.
2484	Komt het omdat Nainggolan rookt en alcohol drinkt?
2485	Voor de speler hoeft het niet meer.
2486	Hij stopt bij de Rode Duivels.
2487	Vier jaar geleden miste hij ook al het WK in Brazilië.
2488	De tweejarige Mawda zat in een busje vol vluchtelingen.
2489	Een kogel van de politie raakte haar.
2490	Het meisje overleed wat later.
2491	Zijn ook de ouders schuldig aan haar dood?
2492	Dat vindt Bart De Wever (N-VA).Vele mensen keuren af wat hij zei.
2493	De ouders willen nu wel in België blijven.
2494	De regering zal daarover beslissen.
2495	Er komt een onderzoek naar de dood van Mawda.
2496	De politie krijgt nu een camera mee.
2497	Zo kan iedereen zien wat agenten doen.
2498	De organisatie komt op voor het milieu.
2499	Met de actie klaagt Greenpeace.
2500	Want Maya maakt reclame voor vlees.
2501	Studio 100 maakt Maya.
2502	Het bedrijf wil dat Greenpeace sorry zegt.
2503	Greenpeace zegt ook sorry.
2504	Maar niet tegen Studio 100.
2505	Greenpeace vindt nog altijd dat vlees slecht is voor het milieu.
2506	De Europese Unie (EU) strijdt tegen plastic.
2507	Ook de verschillende EU-landen moeten akkoord gaan.
2508	Er is een vaccin tegen het corona-virus.
2509	Dat zal gratis zijn voor iedereen in België.
2510	Dat besliste de regering.
2511	Het vaccin wordt niet verplicht.
2512	Het doel is dat 70% van de bevolking een vaccin krijgt.
2513	Wie zal het vaccin eerst krijgen?
2514	Dat worden alle mensen die in de zorg werken.
2515	Ook oudere mensen zouden voorrang krijgen.
2516	België heeft contracten met de bedrijven die aan een vaccin werken.
2517	Kenners van atletiek denken wel dat ze snel dat record zal breken.
2518	Het is Week van de Bij .
2519	Dat is heel belangrijk!
2520	Met de bij gaat het niet zo goed.
2521	Het aantal bijen daalt .
2522	Er zijn steeds minder bloemenweides voor de diertjes.
2523	En landbouwers gebruiken te vaak giftige stoffen .
2524	Die zijn slecht voor de bijen.
2525	We hebben bijen nodig.
2526	Ze bestuiven de bloemen en planten.
2527	Doen ze dit niet?
2528	Dan zouden veel groente- en fruitsoorten niet meer bestaan .
2529	Wil je graag helpen ?
2530	Bijtjes houden van bloemen.
2531	Zaai dus wat bloemen in jouw tuin.
2532	Vooral op lavendel zijn ze dol.
2533	Dat is zoals chocolade voor ons.
2534	Samen met Real Madrid wint hij voor de 3de keer de Champions League .
2535	Ze maakte een heerlijk nest van stro.
2536	Het kleintje is al wat groter.
2537	Het beertje bleef veilig dicht bij mama.
2538	Tieners willen veel meer contact met anderen.
2539	De jongeren kunnen niet meer zonder tablet en smartphone.
2540	Sommigen zijn er de hele tijd mee bezig.
2541	Lady Diana overleed in 1997 na een ongeval.
2542	Sommige mensen kampeerden daar al sinds donderdag.
2543	Miljoenen mensen volgden de trouwpartij op tv.
2544	Dat is voor vele mensen een sprookje.
2545	Het gaat goed met de bultruggen bij Antarctica.
2546	Ze waren bijna uitgestorven.
2547	Maar nu zwemmen er weer meer rond.
2548	Daar hebben de onderzoekers een truc voor.
2549	Die vetlaag is heel dik.
2550	Sennek haalde de finale niet.
2551	De overwinning maakt ook Israël blij.
2552	De regering ziet daarin een erkenning van Jeruzalem als hoofdstad van Israël.
2553	Soldaten van Israël schoten zeker 55 mensen dood.
2554	Ze won bij de super-midden-gewichten.
2555	Die vrouwen wegen tot 76 kilogram.
2556	Hermans bokste in Duitsland.
2557	Die had nog maar één keer verloren.
2558	Er is ook nog Delfine Persoon.
2559	Zij won al zeven titels.
2560	Jelle Vossen maakte het doelpunt dat nodig was voor de overwinning.
2561	Na de match reisden de spelers terug naar het Jan Breydel-stadion in Brugge.
2562	De supporters maakten een erehaagvoor de spelers!
2563	Dat wordt een feestmatch, want winnen hoeft dus niet meer!
2564	De kou is in het land.
2565	Het zijn donkere tijden.
2566	Het corona-virus maakt ons allemaal bedrukt.
2567	Het is tijd om daar iets aan te doen!
2568	Hang de vlam uit met De Warmste Week.
2569	De Warmste Week is een actie voor het goede doel.
2570	Tot vorig jaar haalden ze veel geld op.
2571	Dit jaar gaat het niet om het geld.
2572	Het gaat om je eigen inzet.
2573	Jij kan De Warmste Week steunen.
2574	Je kan een van de acties helpen.
2575	Of je kan zelf een actie plannen.
2576	Knip de gele vlam van ‘De Warmste Week’ uit de krant.
2577	Hang ze goed zichtbaar voor je raam.
2578	Het is een teken dat je wil helpen.
2579	En iedereen weet dat nu.
2580	Meer info vind je op dewarmsteweek.be .
2581	Dat is een belangrijke datum voor Europa.
2582	Op 9 mei 1950 beslisten Europese landen samen te werken.
2583	Dit was onder leiding van Schuman, minister in Frankrijk.
2584	Zodat er in Europa zeker geen oorlog meer komt.
2585	Want samen zijn we sterk.
2586	Op het Schumanplein in Brussel is het feest.
2587	Veel Europese gebouwen zijn gesloten.
2588	Zo zorgt ze ervoor dat de rechten van alle kinderen gerespecteerd worden.
2589	Gefeliciteerd Europa!
2590	En er staan nog drie wedstrijden op het programma.
2591	Maar bij de start van de eindronde gaat de helft daarvan af.
2592	Standard staat nu vier punten achter op Club Brugge.
2593	Wat zal er gebeuren?
2594	Niemand weet het.
2595	Van woensdag 9 mei tot zaterdag 12 mei 2018 gaan de Special Olympics door.
2596	Wil je er graag bij zijn of wil je supporteren voor de atleten?
2597	Ga dan naar Doornik en Moeskroen want daar gaan de spelen door.
2598	Hij stak de grens over naar Zuid-Korea.
2599	Daar praatte hij met Moon Jae-in.
2600	Moon is de president van Zuid-Korea.
2601	Nu willen ze vrede.
2602	De twee leiders gaven elkaar een hand.
2603	Dat deden ze op de grens tussen de landen.
2604	Kim en Moon hebben sinds kort contact.
2605	Die vonden plaats in Zuid-Korea.
2606	In 2017 zijn 618 minderjarige vluchtelingen in België verdwenen.
2607	Steeds meer jonge vluchtelingen verdwijnen.
2608	In 2016 waren het er 284.
2609	Bij minderjarige vluchtelingen kan zo een melding dagen of weken duren.
2610	Steeds vaker melden mensen verdwijningen van jonge vluchtelingen.
2611	Er is nu meer aandacht voor die vluchtelingen.
2612	Maar zij denken dat het probleem nog veel groter is.
2613	De dj Tim Bergling is plots overleden.
2614	Hij is beter bekend als Avicii.
2615	Op zijn 16de brak hij door als dj.
2616	Het is nog niet bekend hoe hij gestorven is.
2617	De 10 miles is een loopevenement in Antwerpen.
2618	Het was heel warm voor de tijd van het jaar.
2619	Lopers kregen de raad de race uit te wandelen.
